"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"CAN.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.3_1",0.0303860587144329,1.08305566124171,0.0767586203644127,1.2,5,6,36,19.6666666666667,0,23,"N"
"CAN.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.5_1",2.81715906852442e-05,58620580625020346368,0.999515740520561,0.2,1,1,60,30,0,60,"N"
"CAN.6_1",0.676599636424592,1.0177073663215,0.680602924600695,0.2,1,1,36,30,24,36,"N"
"CAN.7_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.8_1",0.676599636424592,1.0177073663215,0.680602924600695,0.4,2,2,36,30,24,36,"N"
"CAN.9_1",0.0303860587144329,1.08305566124171,0.0767586203644127,1,4,5,36,19.6666666666667,0,23,"N"
"CAN.10_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.11_1",0.133657634244644,1.07894647470375,0.215604238657923,0.6,3,3,48,30,12,48,"N"
"CAN.12_1",0.133657634244644,1.07894647470375,0.215604238657923,0.2,1,1,48,30,12,48,"N"
"CAN.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
